Compound,logkpl,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,WPATH,WPOL,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.aaS,khs.ddssS,khs.sCl,khs.sBr,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,Fsp3,PetitjeanNumber,topoShape,bpol,VABC,ECCEN,VAdjMat,JPLogP,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nB,MolIP
5-phenylpentanol,-0.9469215565165803,2.56,1.0,1.0,1.0,1.0,0.0,0.0,1.0,242.0,11.0,0.204124145,0.0,0.0,0.0,0.11785113,0.0,0.0,0.0,0.454545455,28.0,6.0,0.0,0.0,0.0,0.0,15.39491067,4.832409738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9153,8.49897409,51.4315,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69413095,15.9979473,-0.423145577,0.254931198,3.965785654,8.747406083,0.0,0.454545455,0.444444444,0.8,17.491312,176.4366815,167.0,4.584962501,3.185467265,6.0,0.0,2.865,30.830688,0.0,50.0,23.70751559,1.975626299,2.416603655,2.416603655,0.0,8.648418081,5.931851653,4.353371151,3.190670698,2.335604198,1.707707785,0.823749909,0.552585858,7.369498847,4.580464759,3.019865529,1.966390375,1.262381477,0.796876541,0.393881735,0.224040359,5.0,0.214285714,20.23,0.084655354,-0.033864736,-0.00742988,0.001006501,0.002914124,0.0,0.0,0.0,0.102062073,0.072168784,0.0,0.0,0.0,0.032075015,0.022680461,0.0,0.0,5.0,1.0,1.0,4.0,0.0,0.0,0.433012702,0.612372436,0.649519053,0.219416097,0.27300174,0.255985446,0.123263379,6.0,12.77446904,12.33209198,13.33209198,11.33209198,8.332091977,652.01,10.08333333,6.50887574,4.591836735,6.0,595.6030091,621.0794695,687.5078407,576.7694525,402.8608359,12.0,8.455547833
Geraniol,-1.0140143705888278,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,9.0,0.696923425,0.0,0.0,0.0,0.49279928,0.0,0.0,0.0,0.6,29.0,0.0,0.721124785,4.282910726,2.683281573,0.0,4.508797714,4.640391524,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9341,8.60894281,51.1821,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72793091,15.99794704,-0.419268682,0.224217364,4.196648083,8.554128237,0.0,0.6,0.5,1.0,19.677726,185.0336143,122.0,4.321928095,2.820109514,9.0,0.0,2.524,30.404274,0.0,42.0,20.4861167,1.862374246,2.404409321,2.404409321,0.0,8.690234444,5.16390246,4.21859736,2.259872254,1.51169798,0.683286364,0.563356565,0.176776695,7.723234477,4.063628007,3.053200551,1.531009798,0.846413707,0.362742129,0.283485997,0.072101722,4.0,0.0,20.23,0.098948031,-0.048186221,-0.013664427,0.023366186,-0.002555042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.696923425,0.696923425,0.447584103,0.49279928,0.394282696,0.218404562,0.131247929,2.0,11.77446904,10.33209198,11.33209198,9.332091977,8.664183954,674.01,11.0,6.694214876,7.901234568,0.0,547.0421233,539.7325207,567.0193642,462.3842811,382.1866872,10.0,8.592280562
Geraniol,-0.9866193802049792,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,9.0,0.696923425,0.0,0.0,0.0,0.49279928,0.0,0.0,0.0,0.6,29.0,0.0,0.721124785,4.282910726,2.683281573,0.0,4.508797714,4.640391524,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9341,8.60894281,51.1821,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72793091,15.99794704,-0.419268682,0.224217364,4.196648083,8.554128237,0.0,0.6,0.5,1.0,19.677726,185.0336143,122.0,4.321928095,2.820109514,9.0,0.0,2.524,30.404274,0.0,42.0,20.4861167,1.862374246,2.404409321,2.404409321,0.0,8.690234444,5.16390246,4.21859736,2.259872254,1.51169798,0.683286364,0.563356565,0.176776695,7.723234477,4.063628007,3.053200551,1.531009798,0.846413707,0.362742129,0.283485997,0.072101722,4.0,0.0,20.23,0.098948031,-0.048186221,-0.013664427,0.023366186,-0.002555042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.696923425,0.696923425,0.447584103,0.49279928,0.394282696,0.218404562,0.131247929,2.0,11.77446904,10.33209198,11.33209198,9.332091977,8.664183954,674.01,11.0,6.694214876,7.901234568,0.0,547.0421233,539.7325207,567.0193642,462.3842811,382.1866872,10.0,8.592280562
p-Bromophenol,-1.439519252618619,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,7.0,0.577350269,0.0,0.0,0.0,0.401862435,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,3.301927249,5.656854249,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311,5.340721,35.3749,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.70050548,78.91851802,-0.398909411,0.317089552,4.783501245,9.449915982,0.0,0.0,0.4,0.666666667,6.756035,109.2403773,58.0,4.0,2.18573228,0.0,0.0,2.414,17.745965,0.0,36.0,15.53282921,1.941603651,4.990326432,2.495163216,0.0,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0.0,5.720575684,3.026954509,2.392092309,1.355291715,0.705423635,0.545067062,0.133954145,0.0,0.0,0.461538462,20.23,0.070277006,-0.021154804,-0.004868412,-0.001821011,-0.026195619,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.066977072,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.816496581,0.760079655,1.138071187,0.46403077,0.36596953,0.436939141,0.117648854,7.0,52.03255983,13.98476744,21.96953488,18.96953488,7.984767438,113.02,6.125,2.52,1.8,6.0,442.7501556,467.6975635,545.9719659,360.2684062,95.32361255,8.0,7.874712709
p-Cresol,-1.7487536009528295,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,7.0,0.577350269,0.0,0.0,0.0,0.241202266,0.0,0.0,0.0,0.142857143,16.0,6.0,0.0,1.632993162,1.0,0.0,3.301927249,5.656854249,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0488,4.19758144,32.7933,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69324271,15.9979557,-0.400406507,0.299178051,4.667248114,7.639223006,0.0,0.142857143,0.4,0.666666667,8.745656,107.252743,58.0,4.0,1.907198258,0.0,0.0,2.053,18.456344,0.0,36.0,15.53282921,1.941603651,2.495163216,2.495163216,0.0,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0.0,4.756614672,2.544974003,1.835549159,1.033971378,0.544763467,0.380460459,0.080400755,0.0,0.0,0.375,20.23,0.056390672,-0.018487551,-0.011530687,-0.00045,0.008213091,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.040200378,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.816496581,0.760079655,1.138071187,0.278516386,0.219658948,0.246867807,0.187215114,7.0,8.774469036,8.332091977,10.66418395,7.664183954,2.332091977,200.01,6.125,2.52,1.8,6.0,349.810261,369.9286191,438.2932545,290.995083,75.16039501,8.0,8.599418516
p-Cresol,-0.9208187539523752,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,7.0,0.577350269,0.0,0.0,0.0,0.241202266,0.0,0.0,0.0,0.142857143,16.0,6.0,0.0,1.632993162,1.0,0.0,3.301927249,5.656854249,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0488,4.19758144,32.7933,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69324271,15.9979557,-0.400406507,0.299178051,4.667248114,7.639223006,0.0,0.142857143,0.4,0.666666667,8.745656,107.252743,58.0,4.0,1.907198258,0.0,0.0,2.053,18.456344,0.0,36.0,15.53282921,1.941603651,2.495163216,2.495163216,0.0,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0.0,4.756614672,2.544974003,1.835549159,1.033971378,0.544763467,0.380460459,0.080400755,0.0,0.0,0.375,20.23,0.056390672,-0.018487551,-0.011530687,-0.00045,0.008213091,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.040200378,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.816496581,0.760079655,1.138071187,0.278516386,0.219658948,0.246867807,0.187215114,7.0,8.774469036,8.332091977,10.66418395,7.664183954,2.332091977,200.01,6.125,2.52,1.8,6.0,349.810261,369.9286191,438.2932545,290.995083,75.16039501,8.0,8.599418516
p-Chlorophenol,-1.4487536009528292,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,7.0,0.577350269,0.0,0.0,0.0,0.263517836,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,3.301927249,5.656854249,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.227,4.959529,32.5569,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.70045024,34.96937991,-0.39873308,0.322353253,4.711015102,8.310572274,0.0,0.0,0.4,0.666666667,5.886035,105.1678261,58.0,4.0,2.036951025,0.0,0.0,2.238,16.875965,0.0,36.0,15.53282921,1.941603651,4.990326432,2.495163216,0.0,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0.0,4.890508091,2.611920712,1.91285256,1.078602518,0.567079037,0.403324186,0.087839279,0.0,0.0,0.461538462,20.23,0.080701701,-0.024048394,-0.00453289,-0.002383706,-0.033986849,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.043919639,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.816496581,0.760079655,1.138071187,0.304284187,0.239981372,0.273268564,0.158043304,7.0,16.48741894,10.28386262,14.56772523,11.56772523,4.283862617,113.02,6.125,2.52,1.8,6.0,378.6731138,402.1219942,472.1774755,311.3975126,80.11214487,8.0,8.152674247
p-Phenylenediamine,-3.619788758288394,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,7.0,0.577350269,0.0,0.0,0.0,0.19245009,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,3.301927249,5.656854249,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3368,0.11343424,35.4588,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69926693,14.01032244,-0.380215897,0.289096393,5.468280205,7.595718771,0.0,0.0,0.4,0.666666667,7.425656,103.1600521,58.0,4.0,0.612001292,0.0,0.0,0.388,18.094344,0.0,36.0,15.53282921,1.941603651,4.990326432,0.0,4.990326432,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0.0,4.464101615,2.398717474,1.666666667,0.936467026,0.496011291,0.333333333,0.06415003,0.0,0.0,0.375,52.04,0.030905163,-0.009369083,-0.001376875,-0.000711,-0.014075706,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.032075015,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.816496581,0.760079655,1.138071187,0.222222222,0.175261141,0.19245009,0.48154532,8.0,8.719960603,8.332363866,10.66472773,7.664727733,2.332363866,200.02,6.125,2.52,1.8,6.0,371.3696195,392.8916691,465.8095772,310.4869828,81.90987014,8.0,7.738337091
m-Cresol,-1.8117278360175935,2.12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,7.0,0.577350269,0.0,0.0,0.0,0.241202266,0.0,0.0,0.0,0.142857143,16.0,6.0,0.0,1.519671371,1.154700538,0.0,3.532775529,5.111544834,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0488,4.19758144,32.7933,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69322771,15.99795571,-0.4003293,0.300614496,4.746033052,7.69642587,0.0,0.142857143,0.25,0.333333333,8.745656,107.252743,54.0,4.0,1.907198258,0.0,0.0,2.053,18.456344,0.0,36.0,15.53295821,1.941619777,2.493824656,2.493824656,0.0,5.983127663,3.7876937,3.376949351,2.198584704,1.73736354,0.971404521,0.451184464,0.0,4.756614672,2.544974003,1.839003483,1.001656402,0.627970249,0.30592486,0.101917329,0.0,0.0,0.375,20.23,0.056066081,-0.01917506,-0.011052289,0.00649302,-0.004298712,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.040200378,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.741581624,1.093412989,1.020220057,0.259859326,0.294194548,0.225351233,0.187215114,7.0,8.774469036,8.332091977,10.66418395,7.664183954,3.664183954,200.01,6.125,2.52,1.8,6.0,351.1146466,371.891436,440.8339373,294.4782756,99.28462473,8.0,8.591778223
"Resorcinol; 1,3-Benzenediol",-3.6229133566428553,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,7.0,0.577350269,0.0,0.0,0.0,0.149071198,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,3.532775529,5.111544834,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952,1.67754304,29.4462,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70007272,15.99902023,-0.403145567,0.327687045,4.646530486,7.034440289,0.0,0.0,0.25,0.333333333,6.559242,98.74698505,54.0,4.0,1.001035296,0.0,0.0,1.21,16.164758,0.0,36.0,15.53295821,1.941619777,4.987649312,4.987649312,0.0,5.983127663,3.7876937,3.376949351,2.198584704,1.73736354,0.971404521,0.451184464,0.0,4.203828268,2.268580801,1.519852103,0.829737489,0.49303061,0.252732963,0.059312904,0.0,0.0,0.428571429,40.46,0.112595818,-0.028334832,-0.008973546,-0.044711415,0.025721884,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.0248452,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.741581624,1.093412989,1.020220057,0.160601896,0.169090029,0.128248312,0.36769524,8.0,9.548938071,8.664183954,11.32836791,8.328367909,4.43865299,140.02,6.125,2.52,1.8,6.0,309.16448,329.3338337,389.0247252,256.6817102,82.48780238,8.0,7.792870731
resorcinol,-3.07,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,7.0,0.577350269,0.0,0.0,0.0,0.149071198,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,3.532775529,5.111544834,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952,1.67754304,29.4462,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70007272,15.99902023,-0.403145567,0.327687045,4.646530486,7.034440289,0.0,0.0,0.25,0.333333333,6.559242,98.74698505,54.0,4.0,1.001035296,0.0,0.0,1.21,16.164758,0.0,36.0,15.53295821,1.941619777,4.987649312,4.987649312,0.0,5.983127663,3.7876937,3.376949351,2.198584704,1.73736354,0.971404521,0.451184464,0.0,4.203828268,2.268580801,1.519852103,0.829737489,0.49303061,0.252732963,0.059312904,0.0,0.0,0.428571429,40.46,0.112595818,-0.028334832,-0.008973546,-0.044711415,0.025721884,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.0248452,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.741581624,1.093412989,1.020220057,0.160601896,0.169090029,0.128248312,0.36769524,8.0,9.548938071,8.664183954,11.32836791,8.328367909,4.43865299,140.02,6.125,2.52,1.8,6.0,309.16448,329.3338337,389.0247252,256.6817102,82.48780238,8.0,7.792870731
Resorcinol,-2.3564280806081292,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,7.0,0.577350269,0.0,0.0,0.0,0.149071198,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,3.532775529,5.111544834,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952,1.67754304,29.4462,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70007272,15.99902023,-0.403145567,0.327687045,4.646530486,7.034440289,0.0,0.0,0.25,0.333333333,6.559242,98.74698505,54.0,4.0,1.001035296,0.0,0.0,1.21,16.164758,0.0,36.0,15.53295821,1.941619777,4.987649312,4.987649312,0.0,5.983127663,3.7876937,3.376949351,2.198584704,1.73736354,0.971404521,0.451184464,0.0,4.203828268,2.268580801,1.519852103,0.829737489,0.49303061,0.252732963,0.059312904,0.0,0.0,0.428571429,40.46,0.112595818,-0.028334832,-0.008973546,-0.044711415,0.025721884,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.0248452,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.741581624,1.093412989,1.020220057,0.160601896,0.169090029,0.128248312,0.36769524,8.0,9.548938071,8.664183954,11.32836791,8.328367909,4.43865299,140.02,6.125,2.52,1.8,6.0,309.16448,329.3338337,389.0247252,256.6817102,82.48780238,8.0,7.792870731
Resorcinol,-2.420232660873994,1.9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,7.0,0.577350269,0.0,0.0,0.0,0.149071198,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,3.532775529,5.111544834,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952,1.67754304,29.4462,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.70007272,15.99902023,-0.403145567,0.327687045,4.646530486,7.034440289,0.0,0.0,0.25,0.333333333,6.559242,98.74698505,54.0,4.0,1.001035296,0.0,0.0,1.21,16.164758,0.0,36.0,15.53295821,1.941619777,4.987649312,4.987649312,0.0,5.983127663,3.7876937,3.376949351,2.198584704,1.73736354,0.971404521,0.451184464,0.0,4.203828268,2.268580801,1.519852103,0.829737489,0.49303061,0.252732963,0.059312904,0.0,0.0,0.428571429,40.46,0.112595818,-0.028334832,-0.008973546,-0.044711415,0.025721884,0.0,0.0,0.0,0.083333333,0.166666667,0.0,0.0,0.0,0.027777778,0.0248452,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.741581624,1.093412989,1.020220057,0.160601896,0.169090029,0.128248312,0.36769524,8.0,9.548938071,8.664183954,11.32836791,8.328367909,4.43865299,140.02,6.125,2.52,1.8,6.0,309.16448,329.3338337,389.0247252,256.6817102,82.48780238,8.0,7.792870731
phloroglucinol,-2.51,1.79,1.0,1.0,1.0,1.0,0.0,0.0,1.0,84.0,9.0,0.866025404,0.0,0.0,0.0,0.223606798,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,1.5,6.240251469,0.0,1.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0278,1.05637284,31.1403,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69961409,16.000085,-0.404631546,0.353649926,4.705489211,7.179967511,0.0,0.0,0.25,0.333333333,6.559242,107.5372118,63.0,4.169925001,0.578267778,0.0,0.0,0.804,16.966758,0.0,42.0,17.38171618,1.931301798,7.483714543,7.483714543,0.0,6.853371151,4.18154055,4.022621928,2.414213562,2.349335306,0.98559856,0.696923425,0.0,4.573691594,2.402871201,1.707609371,0.887298335,0.579546905,0.256140966,0.089549722,0.0,0.0,0.4,60.69,0.172810466,-0.032272444,0.000598,-0.131920483,0.077189507,0.0,0.0,0.0,0.068041382,0.204124145,0.0,0.0,0.0,0.024056261,0.032274861,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.995781916,1.747400241,0.223606798,0.285001144,0.207966958,0.481545539,9.0,11.32340711,9.996275931,13.99255186,10.99255186,9.319683038,153.03,7.111111111,2.722222222,2.0,6.0,349.0824338,380.6144343,473.9487044,337.6506003,162.338432,9.0,6.079150782
Toluene,-0.08092190762392612,2.23,1.0,1.0,1.0,1.0,0.0,0.0,1.0,42.0,5.0,0.288675135,0.0,0.0,0.0,0.166666667,0.0,0.0,0.0,0.142857143,15.0,6.0,0.0,1.850535862,1.0,0.0,6.083643419,3.041821709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3162,5.36478244,31.0992,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69363082,12.31101841,-0.364279401,0.253462616,5.761088542,7.574202591,0.0,0.142857143,0.25,0.333333333,8.745656,98.46251628,45.0,3.807354922,2.329965776,0.0,0.0,2.459,17.654344,0.0,30.0,13.67682532,1.953832189,0.0,0.0,0.0,5.112884175,3.39384685,2.743182156,1.89384685,1.306712822,0.90104757,0.204124145,0.0,4.386751346,2.410683603,1.654700538,0.940455735,0.534377897,0.303561201,0.06415003,0.0,0.0,0.4,0.0,0.001458215,-0.000488,-0.000225,-1.54e-05,-4.88e-07,0.0,0.0,0.0,0.102062073,0.102062073,0.0,0.0,0.0,0.032075015,0.032075015,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.40824829,0.433012702,0.40824829,0.19245009,0.166666667,0.12830006,0.0,6.0,7.0,7.0,8.0,5.0,1.0,183.0,5.142857143,2.34375,1.5,6.0,310.9626873,320.4382875,355.8582553,213.7938378,36.91964461,7.0,8.727703217
